0,
0,1.467169774468215
0,1.3444160283211768
0,
0,1.3616665547654654
0,1.3414159367656484
0,1.3639166234321116
0,1.334415723136082
0,1.381542161320841
0,1.3742919400616473
0,
0,1.3666667073580125
0,1.331665639210181
0,1.3172902005066074
0,1.346666096987823
0,1.3915424665059357
0,1.3575414288766137
0,1.3575414288766137
0,1.3616665547654654
0,1.3930425122837
0,1.383667226172674
0,1.3745419476912748
0,1.3440410168767358
0,
0,1.331665639210181
0,1.3545413373210853
0,1.342415967284158
0,1.3381658375804926
0,1.3557913754692221
0,
0,1.345166051210059
0,1.3569164098025452
0,1.3586664632099368
